Title,Price,Link,Image
"Acer KG271U Abmiipx 27” WQHD (2560 x 1440) Gaming Monitor | AMD FreeSync Technology | 144Hz Refresh Rate | 1ms Response Time | ZeroFrame | 1 x Display Port 1.2, 1 x HDMI 2.0 & 1 x HDMI 1.4",$299.99,https://www.amazon.com/Acer-KG271U-Abmiipx-WQHD-Monitor/dp/B09JL3YNPM/ref=sr_1_11?qid=1663162473&refinements=p_n_date%3A1249034011&s=computers-intl-ship&sr=1-11,https://m.media-amazon.com/images/I/710zFDspQUL._AC_UL320_.jpg
BanPresto - One Piece Battle Record Collection Sanji Osoba Mask Statue,$26.00,https://www.amazon.com/Banpresto-Figurine-Battle-Record-4983164183153/dp/B09G6H2FGN/ref=sr_1_12?qid=1663162473&refinements=p_n_date%3A1249034011&s=computers-intl-ship&sr=1-12,https://m.media-amazon.com/images/I/61fD0JavHoL._AC_UL320_.jpg
BanPresto - Re:Zero Starting Life in Another World Fairy Elements Ram Figure,$10.99,https://www.amazon.com/BanPresto-Starting-Another-Elements-Figure/dp/B0974W1HBV/ref=sr_1_13?qid=1663162473&refinements=p_n_date%3A1249034011&s=computers-intl-ship&sr=1-13,https://m.media-amazon.com/images/I/71CdlEncIzL._AC_UL320_.jpg
"StarTech.com 7-Port Self-Powered USB-C Hub with Individual On/Off Switches, USB 3.0 5Gbps Expansion Hub w/Power Supply, Desktop/Laptop USB-C to USB-A Hub, USB Type C Hub w/BC 1.2 (5G7AIBS-USB-HUB-NA)",$94.46,https://www.amazon.com/StarTech-com-Self-Powered-Individual-Expansion-5G7AIBS-USB-HUB-NA/dp/B0B7B4P14M/ref=sr_1_14?qid=1663162473&refinements=p_n_date%3A1249034011&s=computers-intl-ship&sr=1-14,https://m.media-amazon.com/images/I/81fZqvcP5QL._AC_UL320_.jpg
SUPERVOOC Type-C to Type-C 100 cm Cable 100 cm,$19.99,https://www.amazon.com/SUPERVOOC-Type-C-100-Cable/dp/B09WJQ2GWV/ref=sr_1_15?qid=1663162473&refinements=p_n_date%3A1249034011&s=computers-intl-ship&sr=1-15,https://m.media-amazon.com/images/I/61tR+ouJjAL._AC_UL320_.jpg
HUAXI DARK SOURCE(HAINAN) TECH JOYTOY Warhammer 40K Brother Sergeant Proximo 1/18 FIG,$75.00,https://www.amazon.com/HUAXI-DARK-SOURCE-HAINAN-TECH/dp/B09XC39Y2X/ref=sr_1_16?qid=1663162473&refinements=p_n_date%3A1249034011&s=computers-intl-ship&sr=1-16,https://m.media-amazon.com/images/I/61nhFMWhe+L._AC_UL320_.jpg
ORIbox 4-Pack Stylus Pens High Sensitivity & Precision Capacitive Stylus for iPhone/ iPad/ Tablets/ Samsung/ Galaxy/ PC,$12.46,https://www.amazon.com/ORIbox-Sensitivity-Precision-Capacitive-Tablets/dp/B0B5WWF3S3/ref=sr_1_17?qid=1663162473&refinements=p_n_date%3A1249034011&s=computers-intl-ship&sr=1-17,https://m.media-amazon.com/images/I/615TBLHPbNL._AC_UL320_.jpg
PIE BYTECH Light UP Gaming Headset,$9.99,https://www.amazon.com/PIE-BYTECH-Light-Gaming-Headset/dp/B09FQFCF1B/ref=sr_1_18?qid=1663162473&refinements=p_n_date%3A1249034011&s=computers-intl-ship&sr=1-18,https://m.media-amazon.com/images/I/91PBLNKDCQL._AC_UL320_.jpg
"Turtle Beach Stealth 600 Gen 2 MAX Wireless Amplified Multiplatform Gaming Headset for PS5, PS4, Nintendo Switch, PC & Mac with 48+ Hour Battery, Lag-free Wireless, & 50mm Speakers – Black",$129.99,https://www.amazon.com/Wireless-Amplified-Multiplatform-Nintendo-PlayStation-5/dp/B0B7V128P9/ref=sr_1_19?qid=1663162473&refinements=p_n_date%3A1249034011&s=computers-intl-ship&sr=1-19,https://m.media-amazon.com/images/I/71K9VoVeECL._AC_UL320_.jpg
"ROCCAT Vulcan II Mini – 65% Optical PC Gaming Keyboard with Customizable RGB Illumination, Detachable Cable, Button Duplicator, On-Board Profiles, Aluminum Plate, 100M Keystroke Durability - Black",$149.99,https://www.amazon.com/ROCCAT-Vulcan-Mini-Customizable-Board/dp/B0B9NZP63W/ref=sr_1_20?qid=1663162473&refinements=p_n_date%3A1249034011&s=computers-intl-ship&sr=1-20,https://m.media-amazon.com/images/I/817Po1mxYsL._AC_UL320_.jpg
BanPresto - Case Closed Q posket Toru Amuro Version B Figure,$24.79,https://www.amazon.com/BanPresto-Closed-posket-Version-Figure/dp/B0974X181Y/ref=sr_1_21?qid=1663162473&refinements=p_n_date%3A1249034011&s=computers-intl-ship&sr=1-21,https://m.media-amazon.com/images/I/51SH3PZ0k-S._AC_UL320_.jpg
"KOORUI 24 Inch Gaming Monitor, FHD 1080P Computer Monitor 165Hz VA 1ms Build-in FreeSync, Compatible G-sync, LED Monitors with Ultra-Thin, Compatible HDMI X2 /DP, VESA, Eye Care 24E4, Black",$159.99,https://www.amazon.com/KOORUI-Computer-FreeSync-Compatible-Ultra-Thin/dp/B0B2RW5QX5/ref=sr_1_22?qid=1663162473&refinements=p_n_date%3A1249034011&s=computers-intl-ship&sr=1-22,https://m.media-amazon.com/images/I/81eJZJBcUHL._AC_UL320_.jpg
Banpresto - Figurine One Piece - Ulti Ver B Glitter & Glamours 23cm - 4983164183177,$21.49,https://www.amazon.com/Banpresto-Figurine-Glitter-Glamours-4983164183177/dp/B09G6LBVYL/ref=sr_1_23?qid=1663162473&refinements=p_n_date%3A1249034011&s=computers-intl-ship&sr=1-23,https://m.media-amazon.com/images/I/41wgrfUtd0L._AC_UL320_.jpg
Canon Ivy CLIQ+2 Instant Camera Printer + App — Metallic Mocha,,https://www.amazon.com/Canon-Instant-Smartphone-Metallic-4519C004/dp/B093PCYWV6/ref=sr_1_24?qid=1663162473&refinements=p_n_date%3A1249034011&s=computers-intl-ship&sr=1-24,https://m.media-amazon.com/images/I/81h0XyqvTXS._AC_UL320_.jpg
"DYMO LabelWriter 550 Label Printer Bundle, Label Maker with Direct Thermal Printing, Automatic Label Recognition, Includes 1 Roll Each: Address Labels, Multipurpose Labels, Durable Multipurpose Labels",,https://www.amazon.com/DYMO-Label-Printer-LabelWriter-Thermal/dp/B08TLK82LQ/ref=sr_1_25?qid=1663162483&refinements=p_n_date%3A1249034011&s=computers-intl-ship&sr=1-25,https://m.media-amazon.com/images/I/81gHVEmkJ2S._AC_UL320_.jpg
Advantage360 Palm Pads - Magnetic | Cushioned Foam | Washable,$25.00,https://www.amazon.com/Advantage360-Palm-Pads-Magnetic-Cushioned/dp/B0BCHFSRN2/ref=sr_1_26?qid=1663162483&refinements=p_n_date%3A1249034011&s=computers-intl-ship&sr=1-26,https://m.media-amazon.com/images/I/61xLad0wlEL._AC_UL320_.jpg
"Belkin Triple Display DisplayLink Docking Station Hub with 3 HDMI Ports, 2 DisplayPorts, for Triple 4K Display with 85W Power Delivery, Gigabit Ethernet, 3.5mm Mic/Speaker, 1 USB C and 5 USB A Ports",$249.99,https://www.amazon.com/dp/B0BF8N1TP6/ref=sr_1_27?qid=1663162483&refinements=p_n_date%3A1249034011&s=computers-intl-ship&sr=1-27,https://m.media-amazon.com/images/I/01RmK+J4pJL._AC_UL320_.gif
StarTech.com 3-Port USB-C Hub with Ethernet - 3X USB-A - Gigabit Ethernet - USB 3.0 5Gbps - Bus-Powered - 1ft/30cm Long USB Type-C Host Cable - GbE - Portable USB-C to USB-A Splitter (HB30C3A1GEA2),$67.99,https://www.amazon.com/StarTech-com-3-Port-USB-C-Ethernet-USB/dp/B0BCWW6GDH/ref=sr_1_28?qid=1663162483&refinements=p_n_date%3A1249034011&s=computers-intl-ship&sr=1-28,https://m.media-amazon.com/images/I/61HQoxtHZeL._AC_UL320_.jpg
Square Stand Mount,$116.21,https://www.amazon.com/Square-Stand-Mount/dp/B0BCTH3MQW/ref=sr_1_29?qid=1663162483&refinements=p_n_date%3A1249034011&s=computers-intl-ship&sr=1-29,https://m.media-amazon.com/images/I/61ZriJwgvqL._AC_UL320_.jpg
"Acer Predator Triton 500 SE Gaming/Creator Laptop | 12th Gen Intel i7-12700H | GeForce RTX 3060 | 16"" WQXGA 240Hz G-SYNC Display | 16GB DDR5 | 512GB Gen 4x4 SSD | Killer Wi-Fi 6E | PT316-51s-7397","$1,711.28",https://www.amazon.com/Acer-Predator-Creator-i7-12700H-PT316-51s-7397/dp/B0BCMJBY3R/ref=sr_1_30?qid=1663162483&refinements=p_n_date%3A1249034011&s=computers-intl-ship&sr=1-30,https://m.media-amazon.com/images/I/8155PcnH02L._AC_UL320_.jpg
"Acer Swift 3 SF314-43-R6NE Laptop | 14"" Full HD IPS | AMD Ryzen 7 5700U Octa-Core Processor | AMD Radeon Graphics | 16GB LPDDR4X | 512GB SSD | Wi-Fi 6 | Fingerprint Reader | Backlit KB | Windows 11",$799.99,https://www.amazon.com/Acer-SF314-43-R6NE-Octa-Core-Processor-Fingerprint/dp/B0BCMF8MNM/ref=sr_1_31?qid=1663162483&refinements=p_n_date%3A1249034011&s=computers-intl-ship&sr=1-31,https://m.media-amazon.com/images/I/71Q9lRFU4VL._AC_UL320_.jpg
"StarTech.com Monitor Arm with VESA Laptop Tray, For a Laptop (4.5kg/9.9lb) and a Single Display up to 32"" (8kg/17.6lb), Black, Adjustable Laptop Arm Mount, C-clamp/Grommet Mount (A2-LAPTOP-DESK-MOUNT)",$158.99,https://www.amazon.com/StarTech-com-Monitor-Display-Adjustable-A2-LAPTOP-DESK-MOUNT/dp/B0BCGLF5WR/ref=sr_1_32?qid=1663162483&refinements=p_n_date%3A1249034011&s=computers-intl-ship&sr=1-32,https://m.media-amazon.com/images/I/61+rayj3fyL._AC_UL320_.jpg
15 feet Hospital Grade AC Power Cord 18AWG (NEMA 5-15PHG to IEC-60320-C13) - Gray (M05-113H18C-15),$24.40,https://www.amazon.com/Hospital-Grade-Power-5-15PHG-IEC-60320-C13/dp/B0BC2CG1JX/ref=sr_1_33?qid=1663162483&refinements=p_n_date%3A1249034011&s=computers-intl-ship&sr=1-33,https://m.media-amazon.com/images/I/61fHVeDAOCL._AC_UL320_.jpg
"StarTech.com 1 Port 2.5Gbps PoE Network Card, PCIe Ethernet Card w/RJ45, 30W 802.3at PoE NIC for Desktops/Servers, Network PoE LAN Adapter w/Low-Profile Bracket, NBaseT, Windows/Linux (ST1000PEXPSE)",$134.99,https://www.amazon.com/StarTech-com-Ethernet-Desktops-Low-Profile-ST1000PEXPSE/dp/B0BC21HQQR/ref=sr_1_34?qid=1663162483&refinements=p_n_date%3A1249034011&s=computers-intl-ship&sr=1-34,https://m.media-amazon.com/images/I/81vFaKBZ39L._AC_UL320_.jpg
StarTech.com Laptop Desk Mount - Monitor and Laptop Mount - Displays up to 34in (8kg/17.6lb) & Laptops (4.5kg/9.9lb) - Articulating VESA Laptop Tray Arm - Clamp / Grommet Mount (A-Laptop-Desk-Mount),$117.99,https://www.amazon.com/StarTech-com-Laptop-Desk-Mount-Laptop-Desk-Mount/dp/B0BC1YZ6T9/ref=sr_1_35?qid=1663162483&refinements=p_n_date%3A1249034011&s=computers-intl-ship&sr=1-35,https://m.media-amazon.com/images/I/81rmmNNKPoL._AC_UL320_.jpg
"StarTech.com Sit-Stand Monitor Arm with Keyboard Tray - Adjustable Desk Mount Sit-Stand Workstation Arm for Single 27"" VESA Display - Ergonomic Articulating Standing Desk Converter (SIT-STAND-ARM-1MS)",$547.99,https://www.amazon.com/StarTech-com-Sit-Stand-Monitor-Keyboard-SIT-STAND-ARM-1MS/dp/B0BB8G6NWL/ref=sr_1_36?qid=1663162483&refinements=p_n_date%3A1249034011&s=computers-intl-ship&sr=1-36,https://m.media-amazon.com/images/I/710Hxw3HkyL._AC_UL320_.jpg
"Acer Aspire C24-1700-UR12 AIO Desktop | 23.8"" Full HD IPS Display | 12th Gen Intel Core i5-1235U | Intel Iris Xe Graphics | 8GB DDR4 | 512GB NVMe M.2 SSD | Intel Wireless Wi-Fi 6 | Windows 11 Home",$749.99,https://www.amazon.com/Acer-C24-1700-UR12-i5-1235U-Graphics-Wireless/dp/B0B9V6LVB4/ref=sr_1_37?qid=1663162483&refinements=p_n_date%3A1249034011&s=computers-intl-ship&sr=1-37,https://m.media-amazon.com/images/I/71CfnhoT3XL._AC_UL320_.jpg
Intel NUC 11 Extreme NUC11DBBi9 Single Board Computer - Module,$899.22,https://www.amazon.com/Intel-Extreme-NUC11DBBi9-Single-Computer/dp/B0B9HKJ4QM/ref=sr_1_38?qid=1663162483&refinements=p_n_date%3A1249034011&s=computers-intl-ship&sr=1-38,https://m.media-amazon.com/images/I/41oycIupRTL._AC_UL320_.jpg
"Tenda 5-Port PoE Gigabit Switch Working no Need Power Adapter, Network Switch 30 W for 4 PoE Ports, Ethernet Switch, Switch Hub Ideal for IP Camera and Access Point Mini Internet Switch, TEG1105PD",$45.51,https://www.amazon.com/Tenda-Gigabit-Ethernet-Internet-TEG1105PD/dp/B0B9FH71S6/ref=sr_1_39?qid=1663162483&refinements=p_n_date%3A1249034011&s=computers-intl-ship&sr=1-39,https://m.media-amazon.com/images/I/41xj+v41DxL._AC_UL320_.jpg
"Thermaltake Frostbite 380 AIO Liquid Cooled Gaming PC (AMD Ryzen™ 7 5800X 8-core, ToughRam RGB 32GB DDR4 3600Mhz Memory, NVIDIA® GeForce RTX™ 3080, 1TB NVMe Gen4 M.2, Win 10 Home) D3FB-B550-380-LCS","$2,283.04",https://www.amazon.com/Thermaltake-Frostbite-RyzenTM-ToughRam-D3FB-B550-380-LCS/dp/B0B9D38ZD6/ref=sr_1_40?qid=1663162483&refinements=p_n_date%3A1249034011&s=computers-intl-ship&sr=1-40,https://m.media-amazon.com/images/I/81fLhSf46mL._AC_UL320_.jpg
"Thermaltake Aero i370 R4 AIO Liquid Cooled Gaming Desktop (Intel® Core™ i7-12700KF, ToughRam RGB DDR4 3600Mhz 16GB, NVIDIA® GeForce RTX™ 3070, 1TB NVMe M.2, Win10 Home) H5AR-Z690-370-LCS","$1,722.99",https://www.amazon.com/Thermaltake-Desktop-i7-12700KF-ToughRam-H5AR-Z690-370-LCS/dp/B0B9CKR1XB/ref=sr_1_41?qid=1663162483&refinements=p_n_date%3A1249034011&s=computers-intl-ship&sr=1-41,https://m.media-amazon.com/images/I/91M9OtdxyZL._AC_UL320_.jpg
"Thermaltake Glacier i350 Gaming Desktop (Intel Core™ i5-12400F, ToughRam Z-ONE 3600Mhz 16GB RGB Memory, NVIDIA® GeForce® RTX 3050, 1TB M.2 NVMe, Win 10 Home) S1GL-B660-350-LCS",$999.99,https://www.amazon.com/Thermaltake-i5-12400F-ToughRam-GeForce%C2%AE-S1GL-B660-350-LCS/dp/B0B9CF5HG2/ref=sr_1_42?qid=1663162483&refinements=p_n_date%3A1249034011&s=computers-intl-ship&sr=1-42,https://m.media-amazon.com/images/I/81nv3yHs6xL._AC_UL320_.jpg
"StarTech.com 1ft (30cm) HDMI to DisplayPort Adapter Cable, Active 4K 60Hz HDMI 2.0 to DP 1.2 Converter, HDR, USB Bus Powered, HDMI Source to DisplayPort Monitor for Laptops/PC (128-HDMI-DISPLAYPORT)",$55.99,https://www.amazon.com/StarTech-com-DisplayPort-Adapter-Converter-128-HDMI-DISPLAYPORT/dp/B0B97V3RC5/ref=sr_1_43?qid=1663162483&refinements=p_n_date%3A1249034011&s=computers-intl-ship&sr=1-43,https://m.media-amazon.com/images/I/61DjBb8akbL._AC_UL320_.jpg
Kensington Blackbelt Rugged Case Surface Pro 2022-Platinum (K97621WW),$49.99,https://www.amazon.com/Kensington-Blackbelt-Surface-2022-Platinum-K97621WW/dp/B0B8Z8NQWT/ref=sr_1_44?qid=1663162483&refinements=p_n_date%3A1249034011&s=computers-intl-ship&sr=1-44,https://m.media-amazon.com/images/I/01RmK+J4pJL._AC_UL320_.gif
"SAMSUNG 32"" M80B 4K Smart Computer Monitor with Streaming TV and Alexa Built-in, Netflix, HBO, Amazon Video, Slimfit Camera Included, VESA Adapter Included (LS32BM805UNXGO)",$649.99,https://www.amazon.com/SAMSUNG-Computer-Streaming-Included-LS32BM805UNXGO/dp/B0B89L2WNV/ref=sr_1_45?qid=1663162483&refinements=p_n_date%3A1249034011&s=computers-intl-ship&sr=1-45,https://m.media-amazon.com/images/I/51Y4mryL4oL._AC_UL320_.jpg
"KOORUI 24"" Curved 60Hz Computer Monitor LED Monitor Full HD 1080P HDMI VGA, 1800R, Tilt Adjustment, Eye Care, Black 24N5C",$119.99,https://www.amazon.com/KOORUI-Computer-Monitor-Adjustment-24N5C/dp/B0B82LFQQY/ref=sr_1_46?qid=1663162483&refinements=p_n_date%3A1249034011&s=computers-intl-ship&sr=1-46,https://m.media-amazon.com/images/I/81V6FaeepOL._AC_UL320_.jpg
"StarTech.com USB C Multiport Adapter, Dual 4K 60Hz HDMI 2.0b, HDR10, 2X 10Gbps USB Hub, 100W PD Pass-Through, GbE, SD, 14""/35cm Cable, Mini Dock, Laptop Docking Station, Win/Mac (102B-USBC-MULTIPORT)",$249.99,https://www.amazon.com/StarTech-com-Multiport-Adapter-Pass-Through-102B-USBC-MULTIPORT/dp/B0B6PW6VG7/ref=sr_1_47?qid=1663162483&refinements=p_n_date%3A1249034011&s=computers-intl-ship&sr=1-47,https://m.media-amazon.com/images/I/61ZsvqLll0L._AC_UL320_.jpg
"ORIbox Stylus Pen, Fine Point Touch Screen Digital Pencil Compatible for iPad,2 Pack",$18.43,https://www.amazon.com/ORIbox-Stylus-Screen-Digital-Compatible/dp/B0B5WW7J1C/ref=sr_1_48?qid=1663162483&refinements=p_n_date%3A1249034011&s=computers-intl-ship&sr=1-48,https://m.media-amazon.com/images/I/61VWCrpmVCL._AC_UL320_.jpg
ORIbox 10 Pack High Precision Capacitive Stylus for iPad iPhone Tablets Samsung Galaxy All Universal Touch Screen Devices,$10.41,https://www.amazon.com/ORIbox-Precision-Capacitive-Tablets-Universal/dp/B0B5WVZ4NB/ref=sr_1_49?qid=1663162492&refinements=p_n_date%3A1249034011&s=computers-intl-ship&sr=1-49,https://m.media-amazon.com/images/I/71vVVWRd5tL._AC_UL320_.jpg
StarTech.com Standing Desk Converter for Laptop - Up to 8kg/17.6lb - Height Adjustable Laptop Riser - Table-Top Stand-Up Desk Converter for Home Office - Sit-Stand Desk Platform (Laptop-SIT-Stand),$260.99,https://www.amazon.com/StarTech-com-Standing-Desk-Converter-Laptop/dp/B0B4KK1WDG/ref=sr_1_50?qid=1663162492&refinements=p_n_date%3A1249034011&s=computers-intl-ship&sr=1-50,https://m.media-amazon.com/images/I/818pt0uFfgL._AC_UL320_.jpg
BanPresto - My Hero Academia The Amazing Heroes Vol.16 Lemillion Statue,$23.04,https://www.amazon.com/BanPresto-Academia-Amazing-Heroes-Lemillion/dp/B09G6KXZ7H/ref=sr_1_51?qid=1663162492&refinements=p_n_date%3A1249034011&s=computers-intl-ship&sr=1-51,https://m.media-amazon.com/images/I/61nsrkiafoL._AC_UL320_.jpg
StarTech.com USB-C to Dual HDMI MST HUB - Dual HDMI 4K 60Hz - USB Type C Multi Monitor Adapter for Laptop w/ 1ft/30cm Cable - DP 1.4 Multi-Stream Transport Hub - USB-C to HDMI Splitter (MST14CD122HD),$108.99,https://www.amazon.com/StarTech-com-USB-C-Dual-HDMI-MST/dp/B09WQYHV1G/ref=sr_1_52?qid=1663162492&refinements=p_n_date%3A1249034011&s=computers-intl-ship&sr=1-52,https://m.media-amazon.com/images/I/71aerfxaAIL._AC_UL320_.jpg
"StarTech.com DP to Dual HDMI MST HUB - Dual HDMI 4K 60Hz - DisplayPort Multi Monitor Adapter with 1ft / 30cm Cable - DP 1.4 Multi Stream Transport Hub, DSC | HBR3 - DP to HDMI Splitter (MST14DP122HD)",$131.99,https://www.amazon.com/StarTech-com-Dual-HDMI-MST-HUB/dp/B09WQGR91D/ref=sr_1_53?qid=1663162492&refinements=p_n_date%3A1249034011&s=computers-intl-ship&sr=1-53,https://m.media-amazon.com/images/I/71Jc-10PUvL._AC_UL320_.jpg
BanPresto - Shaman King Q posket YOH Asakura Version A,$22.99,https://www.amazon.com/BanPresto-Shaman-posket-Asakura-Version/dp/B0974ZNJFL/ref=sr_1_54?qid=1663162492&refinements=p_n_date%3A1249034011&s=computers-intl-ship&sr=1-54,https://m.media-amazon.com/images/I/51O8rKb7aWS._AC_UL320_.jpg
"Acer Nitro 5 AN517-55-72R4 Gaming Laptop | Intel Core i7-12700H | NVIDIA GeForce RTX 3050 Ti Laptop GPU | 17.3"" FHD 144Hz IPS Display | 16GB DDR4 | 1TB PCIe Gen 4 SSD | Killer Wi-Fi 6 | Red Backlit KB","$1,299.99",https://www.amazon.com/Acer-AN517-55-72R4-i7-12700H-GeForce-Display/dp/B089YCM116/ref=sr_1_55?qid=1663162492&refinements=p_n_date%3A1249034011&s=computers-intl-ship&sr=1-55,https://m.media-amazon.com/images/I/71WyZCc9HYL._AC_UL320_.jpg
"Tzumi Alpha Gaming Mouse, Black",$17.99,https://www.amazon.com/Tzumi-6379BLK-TZUMI-Alpha-Gaming/dp/B07YNWKDFG/ref=sr_1_56?qid=1663162492&refinements=p_n_date%3A1249034011&s=computers-intl-ship&sr=1-56,https://m.media-amazon.com/images/I/31l-kokCB8L._AC_UL320_.jpg
BYTECH 6 Button Wireless Mouse,$28.40,https://www.amazon.com/BYTECH-6-Button-Wireless-Mouse/dp/B07RWKV4WF/ref=sr_1_57?qid=1663162492&refinements=p_n_date%3A1249034011&s=computers-intl-ship&sr=1-57,https://m.media-amazon.com/images/I/41JZfhLCTwL._AC_UL320_.jpg
"TRENDnet TU-S4, 4-Port USB to Serial RS232 Hub, Black",$69.27,https://www.amazon.com/TRENDnet-TU-S4-4-Port-Serial-RS232/dp/B0B8Q87847/ref=sr_1_58?qid=1663162492&refinements=p_n_date%3A1249034011&s=computers-intl-ship&sr=1-58,https://m.media-amazon.com/images/I/71dhiSGl4CL._AC_UL320_.jpg
"Acer Nitro ED270R Mbmiiphx 27"" Full HD 1920 x 1080 VA 1500R Curved Gaming Monitor | AMD FreeSync Premium | 165Hz Refresh Rate | 1ms (VRB) | ZeroFrame Design | 1 x Display Port 1.4 & 2 x HDMI 2.0 Ports",$179.99,https://www.amazon.com/Acer-Mbmiiphx-Monitor-FreeSync-ZeroFrame/dp/B0B6JWXZZP/ref=sr_1_59?qid=1663162492&refinements=p_n_date%3A1249034011&s=computers-intl-ship&sr=1-59,https://m.media-amazon.com/images/I/81HyjWOAPJL._AC_UL320_.jpg
